UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1319762,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1319762,"R",0,"R",0,"R",6141439,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",158010,"R",0,"A",,"A",,"R",1319763,"R",7619212,"R",4268434,"R",2117276,"R",201184,"R",634957,"R",93395,"R",0,"R",1221622,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3855433,"R",1710636,"R",134123,"R",510726,"R",75122,"R",0,"R",1424826,"R",2655204,"R",790332,"R",103899,"R",234658,"R",34515,"R",0,"R",1491800,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-1380341,"R",0,"R",0,"R",1380341,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10779071,"R",4618244,"R",439206,"R",203032,"R",0,"R",5518589,"A",,"A",,-2
103893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2755957,"R",48825,"R",192490,"R",192490,"Z",0,"R",65556,"R",3062828,"R",20332,"Z",0,"R",8100893,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8566,"Z",0,"R",597908,"A",,"R",0,"R",8707367,"R",2127683,"R",1065659,"R",191590,"R",693077,"R",75858,"R",0,"R",101499,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1455451,"R",432579,"R",106199,"R",348174,"R",38108,"Z",0,"R",530391,"R",2792886,"R",1204289,"R",99169,"R",5948,"R",651,"Z",0,"R",1482829,"R",1414720,"R",316942,"R",32450,"R",332925,"R",36439,"Z",0,"R",695964,"R",518887,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",518887,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",35467,"R",5193,"R",-1380124,"Z",0,"Z",0,"R",1339464,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",8309628,"R",3054936,"R",434601,"R",151056,"Z",0,"R",4669035,"A",,"A",,-2
103909,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2933477,"R",74532,"R",319773,"R",319773,"Z",0,"R",74220,"R",3402002,"R",6897,"Z",0,"R",10505890,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25829,"Z",0,"R",1112466,"A",,"R",0,"R",11644185,"R",4657717,"R",2283241,"R",409646,"R",1347150,"R",451317,"Z",0,"R",166363,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2214231,"R",742929,"R",160990,"R",212044,"R",71038,"Z",0,"R",1027230,"R",3766819,"R",1334156,"R",80112,"R",2600,"R",871,"Z",0,"R",2349080,"R",1477032,"R",431429,"R",30432,"R",145453,"R",48729,"Z",0,"R",820989,"R",826214,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",826214,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",39840,"R",5921,"R",-1707247,"Z",0,"Z",0,"R",1661486,"R",6222,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",6222,"R",12948235,"R",4831595,"R",687101,"R",571955,"Z",0,"R",6857584,"A",,"A",,-2
103927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1786268,"R",44490,"R",41991,"R",41991,"Z",0,"R",42092,"R",1914841,"R",18794,"Z",0,"R",5641779,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4882,"Z",0,"R",439325,"A",,"R",0,"R",6085986,"R",1078650,"R",632623,"R",113825,"R",280153,"R",18875,"Z",0,"R",33174,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1374690,"R",378877,"R",83107,"R",530398,"R",35735,"Z",0,"R",346573,"R",2089382,"R",922169,"R",86785,"R",6753,"R",455,"Z",0,"R",1073220,"R",1080438,"R",231804,"R",27896,"R",378024,"R",25469,"Z",0,"R",417245,"R",354480,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",354480,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",14511,"R",2084,"R",-1195328,"Z",0,"Z",0,"R",1178733,"R",1880533,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1880533,"R",7858173,"R",2179984,"R",313697,"R",80534,"Z",0,"R",5283958,"A",,"A",,-2
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",172133,"R",14656,"R",0,"R",0,"R",0,"R",3831,"R",190620,"R",0,"R",0,"R",452621,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1310,"R",60101,"A",,"A",,"R",0,"R",514032,"R",288887,"R",119389,"R",9199,"R",0,"R",0,"R",0,"R",160299,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28626,"R",28626,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213651,"R",149132,"R",11491,"R",0,"R",0,"R",0,"R",53028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",531164,"R",297147,"R",20690,"R",0,"R",0,"R",213327,"A",,"A",,-2
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1986502,"R",47912,"R",0,"R",0,"R",0,"R",0,"R",2034414,"R",0,"R",0,"R",8279004,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10788,"Z",0,"A",,"A",,"R",10879,"R",8300671,"R",3379984,"R",1762317,"R",102118,"R",403652,"R",385630,"Z",0,"R",726267,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",830902,"R",610792,"R",35392,"R",139900,"R",44818,"Z",0,"R",0,"R",975892,"R",717374,"R",41568,"R",164312,"R",52638,"Z",0,"R",0,"R",605884,"R",445383,"R",25807,"R",102013,"R",32681,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-809877,"Z",0,"Z",0,"R",809877,"R",2140644,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",2140644,"R",7933306,"R",3535866,"R",204885,"R",515767,"Z",0,"R",3676788,"A",,"A",,-2
104090,"R",18112688,"R",0,"R",5928894,"R",1500496,"R",14554495,"R",1065628,"R",3558193,"R",18112688,"R",0,"R",5669747,"R",3000935,"R",0,"R",2822289,"R",11492971,"R",5564077,"R",5928894,"R",30994657,"R",36721766,"R",0,"R",-5727109,"R",900000,"R",8385302,"R",0,"R",3558193,"R",7939266,"R",194331,"Z",0,"Z",0,"Z",0,"R",272514,"R",8406111,"Z",0,"Z",0,"R",30994657,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30994657,"R",11660973,"R",7006864,"R",452635,"R",2331643,"R",745123,"Z",0,"R",1124708,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",535321,"R",342264,"R",26077,"Z",0,"Z",0,"Z",0,"R",166980,"R",4259890,"R",3319894,"R",283196,"Z",0,"Z",0,"Z",0,"R",656800,"R",20265582,"R",3072446,"R",166758,"R",1165208,"R",322929,"Z",0,"R",15538241,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-3496851,"Z",0,"Z",0,"R",3496851,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",36721766,"R",13741468,"R",928666,"R",1068052,"Z",0,"R",20983580,"R",0,"R",0, 3
104188,"R",4731501,"R",564453,"R",871586,"R",100733,"R",1661318,"R",84319,"R",3070183,"R",4731501,"R",353580,"R",1000000,"R",3668886,"Z",0,"R",33030,"R",5055496,"R",4183910,"R",871586,"R",7674266,"R",7534128,"R",19486,"R",159624,"R",109212,"R",2793159,"R",8188,"R",3070183,"R",1128677,"R",65648,"R",0,"R",0,"R",0,"R",0,"R",1194325,"R",300722,"R",0,"R",7674266,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7674266,"R",1190607,"R",1131118,"R",59489,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",212000,"R",152510,"R",59490,"Z",0,"Z",0,"Z",0,"R",0,"R",611731,"R",593731,"R",18000,"Z",0,"Z",0,"Z",0,"R",0,"R",118733,"R",106733,"R",12000,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",5401057,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",5401057,"R",7534128,"R",1984092,"R",148979,"Z",0,"Z",0,"R",5401057,"A",,"A",,-2
104364,"R",7600974,"R",0,"R",915211,"R",122005,"R",1015594,"R",0,"R",6585380,"R",7600974,"R",0,"R",3967879,"R",2481563,"R",0,"R",10862,"R",6460304,"R",5545093,"R",915211,"R",10719203,"R",10374894,"R",-871615,"R",-527306,"R",-182997,"R",7917881,"R",-622198,"R",6585380,"R",3142172,"R",973976,"R",5898,"R",5898,"R",0,"R",108858,"R",4230904,"R",4230904,"R",0,"R",6269511,"R",4116148,"R",0,"R",4116148,"R",5898,"R",0,"R",5898,"R",0,"R",0,"R",0,"R",0,"R",0,"R",327646,"R",0,"R",0,"R",10719203,"R",2345115,"R",1487310,"R",167069,"R",260065,"R",197626,"R",0,"R",233045,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1431220,"R",869990,"R",169948,"R",158717,"R",120611,"R",0,"R",111954,"R",2820892,"R",1113345,"R",225529,"R",234642,"R",178307,"R",0,"R",1069069,"R",3090579,"R",257801,"R",394941,"R",342734,"R",260448,"R",0,"R",1834655,"R",687088,"R",28107,"R",7246,"R",76196,"R",57902,"R",0,"R",517637,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1698,"R",263,"R",-1072354,"R",96422,"R",0,"R",973971,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10374894,"R",3758251,"R",964996,"R",911316,"R",0,"R",4740331,"R",426086,"R",101220, 1
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",414528,"R",0,"R",0,"R",0,"R",0,"R",0,"R",414528,"R",0,"R",0,"R",650968,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33023,"A",,"A",,"R",0,"R",683991,"R",140882,"R",140882,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123915,"R",20262,"R",0,"R",0,"R",0,"R",0,"R",103653,"R",84200,"R",84200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",233880,"R",50896,"R",0,"R",0,"R",20304,"R",115,"R",162565,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",582877,"R",296240,"R",0,"R",20304,"R",115,"R",266218,"A",,"A",,-2
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",257156,"R",2700,"R",52720,"R",52720,"R",0,"R",900,"R",313476,"R",0,"R",0,"R",563925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",91738,"A",,"A",,"R",78391,"R",734054,"R",460904,"R",160982,"R",36476,"R",104548,"R",21684,"R",0,"R",137214,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",101430,"R",57569,"R",13044,"R",0,"R",0,"R",0,"R",30817,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-104548,"R",0,"R",0,"R",104548,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",562334,"R",218551,"R",49520,"R",21684,"R",0,"R",272579,"A",,"A",,-2
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",510011,"R",7200,"R",25707,"R",25707,"R",0,"R",2400,"R",545318,"R",0,"R",0,"R",1114939,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",110357,"A",,"A",,"R",133724,"R",1359020,"R",851638,"R",329783,"R",67297,"R",213425,"R",10761,"R",0,"R",230372,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49458,"R",41076,"R",8382,"R",0,"R",0,"R",0,"R",0,"R",223955,"R",51610,"R",10532,"R",0,"R",0,"R",0,"R",161813,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-213425,"R",0,"R",0,"R",213425,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1125051,"R",422469,"R",86211,"R",10761,"R",0,"R",605610,"A",,"A",,-2
104504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",326364,"R",18225,"Z",0,"Z",0,"Z",0,"R",13231,"R",357820,"Z",0,"Z",0,"R",1481702,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",165510,"A",,"A",,"R",0,"R",1647212,"R",623577,"R",195706,"R",11682,"Z",0,"Z",0,"Z",0,"R",416189,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",146042,"R",137704,"R",8220,"Z",0,"Z",0,"Z",0,"R",118,"R",152589,"R",100476,"R",5997,"Z",0,"Z",0,"Z",0,"R",46116,"R",508816,"R",173350,"R",10347,"Z",0,"Z",0,"Z",0,"R",325119,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",1431024,"R",607236,"R",36246,"Z",0,"Z",0,"R",787542,"A",,"A",,-2
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1120016,"R",12654,"R",0,"R",0,"R",0,"R",0,"R",1132670,"R",0,"R",0,"R",3795473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1423,"R",269600,"A",,"A",,"R",2019,"R",4068515,"R",1903833,"R",638257,"R",85255,"R",34300,"R",35131,"R",0,"R",1110890,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",582217,"R",180417,"R",21346,"R",9696,"R",9930,"R",0,"R",360828,"R",620292,"R",280707,"R",35268,"R",15085,"R",15451,"R",0,"R",273781,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-59081,"R",0,"R",0,"R",59081,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3106342,"R",1099381,"R",141869,"R",60512,"R",0,"R",1804580,"A",,"A",,-2
104717,"R",616101000,"R",0,"R",339596361,"R",2940717,"R",271257049,"R",586717,"R",344843951,"R",616101000,"R",28211899,"R",222401819,"R",97356740,"R",22251915,"R",54256948,"R",424479321,"R",84882960,"R",339596361,"R",598335067,"R",513487441,"R",3859630,"R",88707256,"R",22077229,"R",234059466,"R",0,"R",344843951,"R",95950152,"R",903471,"Z",0,"Z",0,"Z",0,"R",111789002,"R",208642625,"R",111789002,"R",0,"R",548056305,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",50278762,"Z",0,"R",0,"R",598335067,"R",95406544,"R",65591066,"R",10998307,"R",3852725,"R",12921914,"R",360390,"R",1682142,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",730931,"R",530780,"R",89001,"R",34203,"Z",0,"R",3194,"R",73753,"R",57140144,"R",17533776,"R",2940063,"R",2330220,"R",7739091,"R",306114,"R",26290880,"R",172384042,"R",113547181,"R",14676598,"R",8216588,"R",1534956,"R",753177,"R",33655542,"R",172533808,"R",29210598,"R",3698472,"R",8181604,"R",1444351,"R",753831,"R",129244952,"R",15291972,"R",2108091,"R",353485,"R",654912,"R",1500293,"R",66813,"R",10608378,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-23270252,"Z",0,"Z",0,"R",23270252,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",513487441,"R",228521492,"R",32755926,"R",25140605,"R",2243519,"R",224825899,"R",48812489,"R",7371966, 3
104911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",876110,"R",12205,"R",0,"R",0,"R",0,"R",0,"R",888315,"R",0,"R",0,"R",1970426,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",317818,"A",,"A",,"R",0,"R",2288244,"R",1192294,"R",544122,"R",8788,"R",220218,"R",69031,"R",9404,"R",340731,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",273658,"R",117791,"R",3075,"R",31473,"R",24188,"R",3291,"R",93840,"R",506326,"R",190969,"R",4613,"R",51948,"R",38090,"R",5407,"R",215299,"R",599299,"R",140473,"R",3919,"R",52209,"R",41466,"R",5410,"R",355822,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",36960,"R",1575,"R",-355848,"Z",0,"Z",0,"R",317313,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2571577,"R",1030315,"R",21970,"R",172775,"R",23512,"R",1323005,"A",,"A",,-2
105163,"R",1167148,"R",0,"R",401459,"R",0,"R",921735,"R",0,"R",245413,"R",1167148,"R",0,"R",494215,"R",942270,"R",0,"R",0,"R",1436485,"R",1035026,"R",401459,"R",8313608,"R",5618092,"R",275377,"R",2970893,"Z",0,"R",69141,"R",-2794621,"R",245413,"R",2050819,"R",2106149,"R",2040,"R",2040,"R",0,"R",689351,"R",4848359,"R",323443,"R",0,"R",8313608,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8313608,"R",735206,"R",531888,"R",74550,"R",0,"R",0,"R",0,"R",128768,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",446560,"R",144183,"R",24713,"R",0,"R",0,"R",0,"R",277664,"R",698374,"R",564765,"R",96801,"R",0,"R",0,"R",0,"R",36808,"R",3737952,"R",426130,"R",73039,"R",0,"R",162306,"R",0,"R",3076477,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5618092,"R",1666966,"R",269103,"R",162306,"R",0,"R",3519717,"R",0,"R",0, 1
